fork,execve,read,write,open,close,socket,connect,accept,send,recv,type
0,15,454,46,666,319,0,0,0,0,0,perlbench_s
0,15,445,53,660,327,0,0,0,0,0,perlbench_s
0,14,448,63,643,332,0,0,0,0,0,perlbench_s
0,12,485,81,589,333,0,0,0,0,0,perlbench_s
0,10,537,327,427,199,0,0,0,0,0,perlbench_s
0,15,460,47,656,322,0,0,0,0,0,perlbench_s
0,11,484,92,577,336,0,0,0,0,0,perlbench_s
0,0,421,9,535,535,0,0,0,0,0,perlbench_s
0,0,487,19,497,497,0,0,0,0,0,perlbench_s
0,11,444,42,607,396,0,0,0,0,0,perlbench_s
0,6,587,441,314,152,0,0,0,0,0,perlbench_s
0,15,466,54,640,325,0,0,0,0,0,perlbench_s
0,13,472,203,548,264,0,0,0,0,0,perlbench_s
0,9,420,129,577,365,0,0,0,0,0,perlbench_s
0,6,614,430,294,156,0,0,0,0,0,perlbench_s
0,2,640,717,92,49,0,0,0,0,0,perlbench_s
0,1,698,691,66,44,0,0,0,0,0,perlbench_s
0,0,620,880,0,0,0,0,0,0,0,perlbench_s
0,0,664,836,0,0,0,0,0,0,0,perlbench_s
0,9,509,442,369,171,0,0,0,0,0,perlbench_s
0,0,797,669,17,17,0,0,0,0,0,perlbench_s
0,0,729,771,0,0,0,0,0,0,0,perlbench_s
0,3,702,585,139,71,0,0,0,0,0,perlbench_s
0,1,740,685,47,27,0,0,0,0,0,perlbench_s
0,0,736,760,2,2,0,0,0,0,0,perlbench_s
0,1,741,658,61,39,0,0,0,0,0,perlbench_s
0,0,734,766,0,0,0,0,0,0,0,perlbench_s
0,0,696,786,9,9,0,0,0,0,0,perlbench_s
0,1,747,664,55,33,0,0,0,0,0,perlbench_s
0,0,742,754,2,2,0,0,0,0,0,perlbench_s
0,0,755,707,19,19,0,0,0,0,0,perlbench_s
0,1,710,725,43,21,0,0,0,0,0,perlbench_s
0,0,728,768,2,2,0,0,0,0,0,perlbench_s
0,1,732,665,62,40,0,0,0,0,0,perlbench_s
0,0,743,757,0,0,0,0,0,0,0,perlbench_s
0,0,721,763,8,8,0,0,0,0,0,perlbench_s
0,1,727,682,56,34,0,0,0,0,0,perlbench_s
0,0,738,758,2,2,0,0,0,0,0,perlbench_s
0,0,743,719,19,19,0,0,0,0,0,perlbench_s
0,1,713,722,43,21,0,0,0,0,0,perlbench_s
0,0,723,773,2,2,0,0,0,0,0,perlbench_s
0,3,688,583,143,83,0,0,0,0,0,perlbench_s
0,15,461,63,646,315,0,0,0,0,0,perlbench_s
0,10,660,77,488,265,0,0,0,0,0,perlbench_s
0,7,653,341,324,175,0,0,0,0,0,perlbench_s
0,8,575,307,381,229,0,0,0,0,0,perlbench_s
0,13,457,39,649,342,0,0,0,0,0,perlbench_s
0,13,459,42,630,348,0,0,0,0,0,perlbench_s
0,21,255,72,818,334,0,0,0,0,0,perlbench_s
0,15,385,111,672,317,0,0,0,0,0,perlbench_s
0,6,592,408,305,189,0,0,0,0,0,perlbench_s
0,4,623,452,250,171,0,0,0,0,0,perlbench_s
0,3,521,380,333,263,0,0,0,0,0,perlbench_s
0,0,485,524,245,246,0,0,0,0,0,perlbench_s
0,8,444,305,452,291,0,0,0,0,0,perlbench_s
0,5,472,337,398,288,0,0,0,0,0,perlbench_s
0,0,430,552,259,259,0,0,0,0,0,perlbench_s
0,12,453,109,593,333,0,0,0,0,0,perlbench_s
0,15,461,46,655,323,0,0,0,0,0,perlbench_s
0,16,432,56,672,324,0,0,0,0,0,perlbench_s
0,14,443,65,644,334,0,0,0,0,0,perlbench_s
0,12,491,79,585,333,0,0,0,0,0,perlbench_s
0,10,519,327,443,201,0,0,0,0,0,perlbench_s
0,14,489,71,616,310,0,0,0,0,0,perlbench_s
0,11,450,66,608,365,0,0,0,0,0,perlbench_s
0,0,427,9,532,532,0,0,0,0,0,perlbench_s
0,0,487,20,497,496,0,0,0,0,0,perlbench_s
0,11,449,40,620,380,0,0,0,0,0,perlbench_s
0,7,586,444,309,154,0,0,0,0,0,perlbench_s
0,14,479,54,632,321,0,0,0,0,0,perlbench_s
0,14,437,203,578,268,0,0,0,0,0,perlbench_s
0,10,425,129,569,367,0,0,0,0,0,perlbench_s
0,4,731,393,238,134,0,0,0,0,0,perlbench_s
0,2,557,800,92,49,0,0,0,0,0,perlbench_s
0,1,720,669,66,44,0,0,0,0,0,perlbench_s
0,0,675,825,0,0,0,0,0,0,0,perlbench_s
0,0,628,872,0,0,0,0,0,0,0,perlbench_s
0,9,487,464,369,171,0,0,0,0,0,perlbench_s
0,0,784,682,17,17,0,0,0,0,0,perlbench_s
0,0,736,764,0,0,0,0,0,0,0,perlbench_s
0,3,718,569,139,71,0,0,0,0,0,perlbench_s
0,1,718,707,47,27,0,0,0,0,0,perlbench_s
0,0,694,802,2,2,0,0,0,0,0,perlbench_s
0,1,682,717,61,39,0,0,0,0,0,perlbench_s
0,0,743,757,0,0,0,0,0,0,0,perlbench_s
0,0,751,710,20,19,0,0,0,0,0,perlbench_s
0,1,676,756,44,23,0,0,0,0,0,perlbench_s
0,0,739,757,2,2,0,0,0,0,0,perlbench_s
0,1,715,699,54,31,0,0,0,0,0,perlbench_s
0,0,741,742,8,9,0,0,0,0,0,perlbench_s
0,0,730,756,7,7,0,0,0,0,0,perlbench_s
0,1,733,674,57,35,0,0,0,0,0,perlbench_s
0,0,742,758,0,0,0,0,0,0,0,perlbench_s
0,0,765,696,20,19,0,0,0,0,0,perlbench_s
0,1,704,728,44,23,0,0,0,0,0,perlbench_s
0,0,742,754,2,2,0,0,0,0,0,perlbench_s
0,0,733,728,19,20,0,0,0,0,0,perlbench_s
0,1,720,716,43,20,0,0,0,0,0,perlbench_s
0,0,732,754,7,7,0,0,0,0,0,perlbench_s
0,5,671,490,207,127,0,0,0,0,0,perlbench_s
0,15,457,60,664,304,0,0,0,0,0,perlbench_s
0,10,644,81,492,273,0,0,0,0,0,perlbench_s
0,5,703,430,233,129,0,0,0,0,0,perlbench_s
0,9,544,217,461,269,0,0,0,0,0,perlbench_s
0,14,458,39,643,346,0,0,0,0,0,perlbench_s
0,11,404,36,556,304,0,0,0,0,0,perlbench_s
0,21,254,72,819,334,0,0,0,0,0,perlbench_s
0,15,375,117,671,322,0,0,0,0,0,perlbench_s
0,6,637,402,274,181,0,0,0,0,0,perlbench_s
0,4,655,445,250,146,0,0,0,0,0,perlbench_s
0,3,521,369,340,267,0,0,0,0,0,perlbench_s
0,0,500,494,253,253,0,0,0,0,0,perlbench_s
0,7,451,350,412,280,0,0,0,0,0,perlbench_s
0,6,459,314,429,292,0,0,0,0,0,perlbench_s
0,0,445,520,268,267,0,0,0,0,0,perlbench_s
0,11,437,166,561,325,0,0,0,0,0,perlbench_s
0,16,443,47,671,323,0,0,0,0,0,perlbench_s
0,15,454,53,651,327,0,0,0,0,0,perlbench_s
0,14,447,63,645,331,0,0,0,0,0,perlbench_s
0,11,495,81,583,330,0,0,0,0,0,perlbench_s
0,11,534,327,424,204,0,0,0,0,0,perlbench_s
0,15,446,47,674,318,0,0,0,0,0,perlbench_s
0,11,485,92,577,335,0,0,0,0,0,perlbench_s
0,0,420,9,536,535,0,0,0,0,0,perlbench_s
0,0,487,19,497,497,0,0,0,0,0,perlbench_s
0,10,448,39,610,393,0,0,0,0,0,perlbench_s
0,7,595,444,297,157,0,0,0,0,0,perlbench_s
0,14,473,51,643,319,0,0,0,0,0,perlbench_s
0,13,466,201,556,264,0,0,0,0,0,perlbench_s
0,10,418,131,576,365,0,0,0,0,0,perlbench_s
0,6,717,303,306,168,0,0,0,0,0,perlbench_s
0,2,668,689,92,49,0,0,0,0,0,perlbench_s
0,1,752,637,66,44,0,0,0,0,0,perlbench_s
0,0,731,769,0,0,0,0,0,0,0,perlbench_s
0,0,718,782,0,0,0,0,0,0,0,perlbench_s
0,1,705,727,41,26,0,0,0,0,0,perlbench_s
0,8,648,337,345,162,0,0,0,0,0,perlbench_s
0,0,741,759,0,0,0,0,0,0,0,perlbench_s
0,0,745,755,0,0,0,0,0,0,0,perlbench_s
0,4,724,488,186,98,0,0,0,0,0,perlbench_s
0,0,745,755,0,0,0,0,0,0,0,perlbench_s
0,0,748,736,8,8,0,0,0,0,0,perlbench_s
0,1,768,643,55,33,0,0,0,0,0,perlbench_s
0,0,743,757,0,0,0,0,0,0,0,perlbench_s
0,0,793,665,21,21,0,0,0,0,0,perlbench_s
0,1,711,724,43,21,0,0,0,0,0,perlbench_s
0,0,745,751,2,2,0,0,0,0,0,perlbench_s
0,0,778,675,20,27,0,0,0,0,0,perlbench_s
0,1,722,722,42,13,0,0,0,0,0,perlbench_s
0,0,754,732,7,7,0,0,0,0,0,perlbench_s
0,1,754,653,57,35,0,0,0,0,0,perlbench_s
0,0,747,753,0,0,0,0,0,0,0,perlbench_s
0,0,739,743,9,9,0,0,0,0,0,perlbench_s
0,1,766,645,55,33,0,0,0,0,0,perlbench_s
0,0,747,749,2,2,0,0,0,0,0,perlbench_s
0,0,798,664,19,19,0,0,0,0,0,perlbench_s
0,1,716,719,43,21,0,0,0,0,0,perlbench_s
0,0,742,754,2,2,0,0,0,0,0,perlbench_s
0,1,772,650,47,30,0,0,0,0,0,perlbench_s
0,15,460,60,650,315,0,0,0,0,0,perlbench_s
0,12,578,86,532,292,0,0,0,0,0,perlbench_s
0,7,678,242,372,201,0,0,0,0,0,perlbench_s
0,5,639,400,278,178,0,0,0,0,0,perlbench_s
0,14,441,39,660,346,0,0,0,0,0,perlbench_s
0,14,454,42,639,351,0,0,0,0,0,perlbench_s
0,1,66,6,83,44,0,0,0,0,0,perlbench_s
0,21,254,72,819,334,0,0,0,0,0,perlbench_s
0,15,379,115,671,320,0,0,0,0,0,perlbench_s
0,6,624,404,283,183,0,0,0,0,0,perlbench_s
0,4,652,445,250,149,0,0,0,0,0,perlbench_s
0,3,526,372,333,266,0,0,0,0,0,perlbench_s
0,0,502,492,253,253,0,0,0,0,0,perlbench_s
0,7,457,349,409,278,0,0,0,0,0,perlbench_s
0,6,465,310,429,290,0,0,0,0,0,perlbench_s
0,0,446,518,268,268,0,0,0,0,0,perlbench_s
0,11,433,170,562,324,0,0,0,0,0,perlbench_s
0,16,445,49,666,324,0,0,0,0,0,perlbench_s
0,15,455,53,649,328,0,0,0,0,0,perlbench_s
0,14,448,63,644,331,0,0,0,0,0,perlbench_s
0,11,488,81,590,330,0,0,0,0,0,perlbench_s
0,10,544,327,420,199,0,0,0,0,0,perlbench_s
0,16,438,47,678,321,0,0,0,0,0,perlbench_s
0,11,499,92,570,328,0,0,0,0,0,perlbench_s
0,0,419,9,536,536,0,0,0,0,0,perlbench_s
0,0,487,19,497,497,0,0,0,0,0,perlbench_s
0,10,441,39,614,396,0,0,0,0,0,perlbench_s
0,7,583,444,304,162,0,0,0,0,0,perlbench_s
0,14,476,51,640,319,0,0,0,0,0,perlbench_s
0,13,466,201,556,264,0,0,0,0,0,perlbench_s
0,10,416,131,577,366,0,0,0,0,0,perlbench_s
0,6,704,318,305,167,0,0,0,0,0,perlbench_s
0,2,663,694,92,49,0,0,0,0,0,perlbench_s
0,1,742,647,66,44,0,0,0,0,0,perlbench_s
0,0,673,827,0,0,0,0,0,0,0,perlbench_s
0,0,689,811,0,0,0,0,0,0,0,perlbench_s
0,5,604,603,200,88,0,0,0,0,0,perlbench_s
0,4,686,524,186,100,0,0,0,0,0,perlbench_s
0,0,689,811,0,0,0,0,0,0,0,perlbench_s
0,1,673,775,37,14,0,0,0,0,0,perlbench_s
0,3,749,515,149,84,0,0,0,0,0,perlbench_s
0,0,735,761,2,2,0,0,0,0,0,perlbench_s
0,1,693,758,20,28,0,0,0,0,0,perlbench_s
0,0,721,727,41,11,0,0,0,0,0,perlbench_s
0,0,749,737,7,7,0,0,0,0,0,perlbench_s
0,1,750,657,57,35,0,0,0,0,0,perlbench_s
0,0,749,751,0,0,0,0,0,0,0,perlbench_s
0,0,715,754,16,15,0,0,0,0,0,perlbench_s
0,1,698,726,48,27,0,0,0,0,0,perlbench_s
0,0,740,756,2,2,0,0,0,0,0,perlbench_s
0,0,782,680,19,19,0,0,0,0,0,perlbench_s
0,1,703,732,43,21,0,0,0,0,0,perlbench_s
0,0,729,767,2,2,0,0,0,0,0,perlbench_s
0,1,730,667,62,40,0,0,0,0,0,perlbench_s
0,0,706,794,0,0,0,0,0,0,0,perlbench_s
0,0,745,716,20,19,0,0,0,0,0,perlbench_s
0,1,761,671,44,23,0,0,0,0,0,perlbench_s
0,0,723,773,2,2,0,0,0,0,0,perlbench_s
0,0,730,732,19,19,0,0,0,0,0,perlbench_s
0,15,457,93,632,303,0,0,0,0,0,perlbench_s
0,12,578,86,528,296,0,0,0,0,0,perlbench_s
0,8,683,167,422,220,0,0,0,0,0,perlbench_s
0,4,655,472,226,143,0,0,0,0,0,perlbench_s
0,14,443,42,655,346,0,0,0,0,0,perlbench_s
0,13,465,39,634,349,0,0,0,0,0,perlbench_s
0,3,105,12,145,81,0,0,0,0,0,perlbench_s
0,21,254,72,819,334,0,0,0,0,0,perlbench_s
0,15,380,115,671,319,0,0,0,0,0,perlbench_s
0,6,625,404,281,184,0,0,0,0,0,perlbench_s
0,4,628,447,263,158,0,0,0,0,0,perlbench_s
0,3,518,378,333,268,0,0,0,0,0,perlbench_s
0,0,493,508,249,250,0,0,0,0,0,perlbench_s
0,7,474,325,416,278,0,0,0,0,0,perlbench_s
0,6,461,323,421,289,0,0,0,0,0,perlbench_s
0,0,444,523,267,266,0,0,0,0,0,perlbench_s
0,12,436,155,568,329,0,0,0,0,0,perlbench_s
0,15,449,46,671,319,0,0,0,0,0,perlbench_s
0,15,449,53,657,326,0,0,0,0,0,perlbench_s
0,14,448,63,643,332,0,0,0,0,0,perlbench_s
0,12,498,81,575,334,0,0,0,0,0,perlbench_s
0,10,538,327,429,196,0,0,0,0,0,perlbench_s
0,15,452,47,665,321,0,0,0,0,0,perlbench_s
0,11,482,92,579,336,0,0,0,0,0,perlbench_s
0,0,421,9,535,535,0,0,0,0,0,perlbench_s
0,0,487,19,497,497,0,0,0,0,0,perlbench_s
0,10,445,42,610,393,0,0,0,0,0,perlbench_s
0,7,613,441,286,153,0,0,0,0,0,perlbench_s
0,14,468,51,649,318,0,0,0,0,0,perlbench_s
0,13,474,201,552,260,0,0,0,0,0,perlbench_s
0,10,425,131,565,369,0,0,0,0,0,perlbench_s
0,6,705,298,322,169,0,0,0,0,0,perlbench_s
0,2,652,705,92,49,0,0,0,0,0,perlbench_s
0,1,763,626,66,44,0,0,0,0,0,perlbench_s
0,0,714,786,0,0,0,0,0,0,0,perlbench_s
0,0,725,775,0,0,0,0,0,0,0,perlbench_s
0,2,673,717,77,31,0,0,0,0,0,perlbench_s
0,7,634,393,309,157,0,0,0,0,0,perlbench_s
0,0,590,910,0,0,0,0,0,0,0,perlbench_s
0,0,714,786,0,0,0,0,0,0,0,perlbench_s
0,4,722,490,186,98,0,0,0,0,0,perlbench_s
0,0,729,767,2,2,0,0,0,0,0,perlbench_s
0,0,763,699,19,19,0,0,0,0,0,perlbench_s
0,1,686,751,42,20,0,0,0,0,0,perlbench_s
0,0,737,759,2,2,0,0,0,0,0,perlbench_s
0,1,756,641,62,40,0,0,0,0,0,perlbench_s
0,0,737,763,0,0,0,0,0,0,0,perlbench_s
0,0,733,751,8,8,0,0,0,0,0,perlbench_s
0,1,730,679,56,34,0,0,0,0,0,perlbench_s
0,0,743,755,1,1,0,0,0,0,0,perlbench_s
0,0,786,674,20,20,0,0,0,0,0,perlbench_s
0,1,707,728,43,21,0,0,0,0,0,perlbench_s
0,0,742,754,2,2,0,0,0,0,0,perlbench_s
0,1,761,637,62,39,0,0,0,0,0,perlbench_s
0,0,746,753,0,1,0,0,0,0,0,perlbench_s
0,0,753,733,7,7,0,0,0,0,0,perlbench_s
0,1,759,648,57,35,0,0,0,0,0,perlbench_s
0,0,742,758,0,0,0,0,0,0,0,perlbench_s
0,0,730,734,18,18,0,0,0,0,0,perlbench_s
0,9,622,290,385,194,0,0,0,0,0,perlbench_s
0,14,501,57,622,306,0,0,0,0,0,perlbench_s
0,11,615,85,513,276,0,0,0,0,0,perlbench_s
0,2,754,577,105,62,0,0,0,0,0,perlbench_s
0,12,486,66,595,341,0,0,0,0,0,perlbench_s
0,13,459,39,640,349,0,0,0,0,0,perlbench_s
0,8,282,27,385,213,0,0,0,0,0,perlbench_s
0,21,254,72,819,334,0,0,0,0,0,perlbench_s
0,15,379,115,671,320,0,0,0,0,0,perlbench_s
0,6,604,404,301,185,0,0,0,0,0,perlbench_s
0,4,646,447,245,158,0,0,0,0,0,perlbench_s
0,3,519,379,332,267,0,0,0,0,0,perlbench_s
0,0,495,507,249,249,0,0,0,0,0,perlbench_s
0,8,447,328,425,292,0,0,0,0,0,perlbench_s
0,5,467,329,418,281,0,0,0,0,0,perlbench_s
0,0,436,536,264,264,0,0,0,0,0,perlbench_s
0,12,436,133,590,329,0,0,0,0,0,perlbench_s
0,15,462,46,653,324,0,0,0,0,0,perlbench_s
0,15,451,54,656,324,0,0,0,0,0,perlbench_s
0,14,444,62,646,334,0,0,0,0,0,perlbench_s
0,12,483,81,594,330,0,0,0,0,0,perlbench_s
0,11,480,331,461,217,0,0,0,0,0,perlbench_s
0,14,490,72,616,308,0,0,0,0,0,perlbench_s
0,11,448,64,610,367,0,0,0,0,0,perlbench_s
0,0,428,9,532,531,0,0,0,0,0,perlbench_s
0,0,486,20,497,497,0,0,0,0,0,perlbench_s
0,11,450,41,619,379,0,0,0,0,0,perlbench_s
0,8,550,447,325,170,0,0,0,0,0,perlbench_s
0,14,464,52,653,317,0,0,0,0,0,perlbench_s
0,14,440,204,565,277,0,0,0,0,0,perlbench_s
0,9,427,130,572,362,0,0,0,0,0,perlbench_s
0,4,732,437,210,117,0,0,0,0,0,perlbench_s
0,2,669,688,92,49,0,0,0,0,0,perlbench_s
0,1,672,717,66,44,0,0,0,0,0,perlbench_s
0,0,663,837,0,0,0,0,0,0,0,perlbench_s
0,0,670,830,0,0,0,0,0,0,0,perlbench_s
0,9,545,409,368,169,0,0,0,0,0,perlbench_s
0,0,738,725,18,19,0,0,0,0,0,perlbench_s
0,0,699,801,0,0,0,0,0,0,0,perlbench_s
0,3,694,593,139,71,0,0,0,0,0,perlbench_s
0,1,748,677,47,27,0,0,0,0,0,perlbench_s
0,0,723,773,2,2,0,0,0,0,0,perlbench_s
0,1,756,643,61,39,0,0,0,0,0,perlbench_s
0,0,733,767,0,0,0,0,0,0,0,perlbench_s
0,0,728,756,8,8,0,0,0,0,0,perlbench_s
0,1,751,658,56,34,0,0,0,0,0,perlbench_s
0,0,732,768,0,0,0,0,0,0,0,perlbench_s
0,0,752,706,21,21,0,0,0,0,0,perlbench_s
0,1,699,736,43,21,0,0,0,0,0,perlbench_s
0,0,726,770,2,2,0,0,0,0,0,perlbench_s
0,1,736,661,62,40,0,0,0,0,0,perlbench_s
0,0,721,779,0,0,0,0,0,0,0,perlbench_s
0,0,721,763,8,8,0,0,0,0,0,perlbench_s
0,1,744,665,56,34,0,0,0,0,0,perlbench_s
0,0,737,763,0,0,0,0,0,0,0,perlbench_s
0,0,763,695,21,21,0,0,0,0,0,perlbench_s
0,1,702,733,43,21,0,0,0,0,0,perlbench_s
0,0,722,774,2,2,0,0,0,0,0,perlbench_s
0,2,720,605,109,64,0,0,0,0,0,perlbench_s
0,15,471,63,639,312,0,0,0,0,0,perlbench_s
0,11,594,80,529,286,0,0,0,0,0,perlbench_s
0,7,708,285,324,176,0,0,0,0,0,perlbench_s
0,6,614,360,322,198,0,0,0,0,0,perlbench_s
0,14,444,39,658,345,0,0,0,0,0,perlbench_s
0,13,462,42,633,350,0,0,0,0,0,perlbench_s
0,1,34,3,47,26,0,0,0,0,0,perlbench_s
0,21,254,72,819,334,0,0,0,0,0,perlbench_s
0,15,377,115,671,322,0,0,0,0,0,perlbench_s
0,6,613,404,297,180,0,0,0,0,0,perlbench_s
0,4,636,447,251,162,0,0,0,0,0,perlbench_s
0,3,519,379,331,268,0,0,0,0,0,perlbench_s
0,0,493,510,249,248,0,0,0,0,0,perlbench_s
0,8,428,325,446,293,0,0,0,0,0,perlbench_s
0,5,461,336,407,291,0,0,0,0,0,perlbench_s
0,0,431,552,259,258,0,0,0,0,0,perlbench_s
0,12,451,110,594,333,0,0,0,0,0,perlbench_s
0,15,460,46,655,324,0,0,0,0,0,perlbench_s
0,16,434,56,670,324,0,0,0,0,0,perlbench_s
0,14,452,65,634,335,0,0,0,0,0,perlbench_s
0,11,493,79,586,331,0,0,0,0,0,perlbench_s
0,11,515,327,449,198,0,0,0,0,0,perlbench_s
0,14,490,59,622,315,0,0,0,0,0,perlbench_s
0,11,455,78,600,356,0,0,0,0,0,perlbench_s
0,0,425,9,533,533,0,0,0,0,0,perlbench_s
0,0,487,20,496,497,0,0,0,0,0,perlbench_s
0,11,447,40,623,379,0,0,0,0,0,perlbench_s
0,7,577,444,312,160,0,0,0,0,0,perlbench_s
0,14,481,52,633,320,0,0,0,0,0,perlbench_s
0,13,485,202,543,257,0,0,0,0,0,perlbench_s
0,10,412,129,583,366,0,0,0,0,0,perlbench_s
0,5,678,408,260,149,0,0,0,0,0,perlbench_s
0,2,602,755,92,49,0,0,0,0,0,perlbench_s
0,1,720,669,66,44,0,0,0,0,0,perlbench_s
0,0,730,770,0,0,0,0,0,0,0,perlbench_s
0,0,724,776,0,0,0,0,0,0,0,perlbench_s
0,6,617,538,236,103,0,0,0,0,0,perlbench_s
0,3,724,538,150,85,0,0,0,0,0,perlbench_s
0,0,695,805,0,0,0,0,0,0,0,perlbench_s
0,0,729,764,1,6,0,0,0,0,0,perlbench_s
0,4,683,536,185,92,0,0,0,0,0,perlbench_s
0,0,720,776,2,2,0,0,0,0,0,perlbench_s
0,0,753,709,19,19,0,0,0,0,0,perlbench_s
0,1,706,731,42,20,0,0,0,0,0,perlbench_s
0,0,711,775,7,7,0,0,0,0,0,perlbench_s
0,1,717,690,57,35,0,0,0,0,0,perlbench_s
0,0,732,768,0,0,0,0,0,0,0,perlbench_s
0,0,777,683,20,20,0,0,0,0,0,perlbench_s
0,1,693,740,44,22,0,0,0,0,0,perlbench_s
0,0,742,754,2,2,0,0,0,0,0,perlbench_s
0,0,756,706,19,19,0,0,0,0,0,perlbench_s
0,1,665,770,43,21,0,0,0,0,0,perlbench_s
0,0,728,758,7,7,0,0,0,0,0,perlbench_s
0,1,728,679,57,35,0,0,0,0,0,perlbench_s
0,0,737,763,0,0,0,0,0,0,0,perlbench_s
0,0,762,696,21,21,0,0,0,0,0,perlbench_s
0,1,681,754,43,21,0,0,0,0,0,perlbench_s
0,0,719,777,2,2,0,0,0,0,0,perlbench_s
0,2,723,648,77,50,0,0,0,0,0,perlbench_s
0,15,449,60,661,315,0,0,0,0,0,perlbench_s
0,11,588,83,531,287,0,0,0,0,0,perlbench_s
0,7,714,261,332,186,0,0,0,0,0,perlbench_s
0,6,621,381,307,185,0,0,0,0,0,perlbench_s
0,14,452,42,640,352,0,0,0,0,0,perlbench_s
0,13,448,39,656,344,0,0,0,0,0,perlbench_s
0,1,58,6,57,38,0,0,0,0,0,perlbench_s
0,21,254,72,819,334,0,0,0,0,0,perlbench_s
0,16,359,117,678,330,0,0,0,0,0,perlbench_s
0,5,628,402,292,173,0,0,0,0,0,perlbench_s
0,4,658,445,240,153,0,0,0,0,0,perlbench_s
0,3,519,377,333,268,0,0,0,0,0,perlbench_s
0,0,497,499,252,252,0,0,0,0,0,perlbench_s
0,7,458,337,417,281,0,0,0,0,0,perlbench_s
0,6,454,324,425,291,0,0,0,0,0,perlbench_s
0,0,440,530,265,265,0,0,0,0,0,perlbench_s
0,12,434,147,579,328,0,0,0,0,0,perlbench_s
0,15,457,46,661,321,0,0,0,0,0,perlbench_s
0,15,447,53,659,326,0,0,0,0,0,perlbench_s
0,14,446,63,644,333,0,0,0,0,0,perlbench_s
0,12,473,81,599,335,0,0,0,0,0,perlbench_s
0,11,528,330,423,208,0,0,0,0,0,perlbench_s
0,14,473,44,653,316,0,0,0,0,0,perlbench_s
0,11,460,93,589,347,0,0,0,0,0,perlbench_s
0,0,424,9,534,533,0,0,0,0,0,perlbench_s
0,0,486,20,497,497,0,0,0,0,0,perlbench_s
0,11,436,40,627,386,0,0,0,0,0,perlbench_s
0,8,464,457,372,199,0,0,0,0,0,perlbench_s
0,15,455,46,661,323,0,0,0,0,0,perlbench_s
0,13,470,202,550,265,0,0,0,0,0,perlbench_s
0,10,416,129,583,362,0,0,0,0,0,perlbench_s
0,3,743,476,171,107,0,0,0,0,0,perlbench_s
0,2,618,739,92,49,0,0,0,0,0,perlbench_s
0,1,717,672,66,44,0,0,0,0,0,perlbench_s
0,0,679,821,0,0,0,0,0,0,0,perlbench_s
0,0,697,803,0,0,0,0,0,0,0,perlbench_s
0,9,562,407,361,161,0,0,0,0,0,perlbench_s
0,0,716,732,25,27,0,0,0,0,0,perlbench_s
0,0,694,806,0,0,0,0,0,0,0,perlbench_s
0,3,706,581,139,71,0,0,0,0,0,perlbench_s
0,1,716,709,47,27,0,0,0,0,0,perlbench_s
0,0,697,799,2,2,0,0,0,0,0,perlbench_s
0,1,722,677,61,39,0,0,0,0,0,perlbench_s
0,0,720,780,0,0,0,0,0,0,0,perlbench_s
0,0,733,728,20,19,0,0,0,0,0,perlbench_s
0,1,722,710,44,23,0,0,0,0,0,perlbench_s
0,0,744,752,2,2,0,0,0,0,0,perlbench_s
0,0,728,734,19,19,0,0,0,0,0,perlbench_s
0,1,713,722,43,21,0,0,0,0,0,perlbench_s
0,0,729,757,7,7,0,0,0,0,0,perlbench_s
0,1,708,699,57,35,0,0,0,0,0,perlbench_s
0,0,739,761,0,0,0,0,0,0,0,perlbench_s
0,0,758,703,20,19,0,0,0,0,0,perlbench_s
0,1,727,705,44,23,0,0,0,0,0,perlbench_s
0,0,742,754,2,2,0,0,0,0,0,perlbench_s
0,0,783,679,19,19,0,0,0,0,0,perlbench_s
0,1,723,712,43,21,0,0,0,0,0,perlbench_s
0,0,740,756,2,2,0,0,0,0,0,perlbench_s
0,3,713,558,143,83,0,0,0,0,0,perlbench_s
0,15,468,61,645,311,0,0,0,0,0,perlbench_s
0,10,654,79,489,268,0,0,0,0,0,perlbench_s
0,7,636,357,324,176,0,0,0,0,0,perlbench_s
0,8,571,291,399,231,0,0,0,0,0,perlbench_s
0,13,467,39,636,345,0,0,0,0,0,perlbench_s
0,13,447,42,625,343,0,0,0,0,0,perlbench_s
0,21,254,72,819,334,0,0,0,0,0,perlbench_s
0,15,369,117,672,327,0,0,0,0,0,perlbench_s
0,6,631,402,285,176,0,0,0,0,0,perlbench_s
0,4,648,445,252,151,0,0,0,0,0,perlbench_s
0,3,522,376,331,268,0,0,0,0,0,perlbench_s
0,0,497,498,253,252,0,0,0,0,0,perlbench_s
0,7,436,342,425,290,0,0,0,0,0,perlbench_s
0,6,450,331,424,289,0,0,0,0,0,perlbench_s
0,0,436,535,264,265,0,0,0,0,0,perlbench_s
0,12,439,132,589,328,0,0,0,0,0,perlbench_s
0,15,462,46,654,323,0,0,0,0,0,perlbench_s
0,15,450,55,655,325,0,0,0,0,0,perlbench_s
0,14,447,61,645,333,0,0,0,0,0,perlbench_s
0,12,483,81,595,329,0,0,0,0,0,perlbench_s
0,10,536,330,421,203,0,0,0,0,0,perlbench_s
0,15,468,44,654,319,0,0,0,0,0,perlbench_s
0,11,470,92,584,343,0,0,0,0,0,perlbench_s
0,0,424,9,534,533,0,0,0,0,0,perlbench_s
0,0,486,20,497,497,0,0,0,0,0,perlbench_s
0,11,436,41,623,389,0,0,0,0,0,perlbench_s
0,6,606,442,291,155,0,0,0,0,0,perlbench_s
